Author,CaptureSoftware,CroppedAreaImageHeightPixels,CroppedAreaImageWidthPixels,CroppedAreaLeftPixels,CroppedAreaTopPixels,ExposureLockUsed,FileName,FirstPhotoDate,FrameId,FullPanoHeightPixels,FullPanoWidthPixels,GPSAltitude,GPSAzimuth,GPSLatitude,GPSLongitude,GPSSpeed,GPSSpeedRef,ImageHeight,ImageWidth,InitialCameraDolly,InitialHorizontalFOVDegrees,InitialViewHeadingDegrees,InitialViewPitchDegrees,InitialViewRollDegrees,PoseHeadingDegrees,PosePitchDegrees,PoseRollDegrees,ProjectionType,Repository,SourcePhotosCount,StitchingSoftware,SurveyDescription,SurveyName,SurveyType,UsePanoramaViewer,XMP:ImageType
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013518_20170902172201.JPG,2017:09:02,126,2688,5376,0,0.0,42.7941916666667,13.0931472222222,0,0,2688,5376,0,0,0,0,0,0,3.1,-11.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013519_20170902172240.JPG,2017:09:02,127,2688,5376,0,0.0,42.7940861111111,13.0931944444444,0,0,2688,5376,0,0,0,0,0,0,-3.1,-20.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013520_20170902172258.JPG,2017:09:02,128,2688,5376,0,0.0,42.7940944444444,13.093375,0,0,2688,5376,0,0,0,0,0,0,-5.9,-10.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013522_20170902174352.JPG,2017:09:02,129,2688,5376,0,0,42.7938638888889,13.0934861111111,0,0,2688,5376,0,0,0,0,0,0.0,8.5,-3.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013524_20170902175128.JPG,2017:09:02,130,2688,5376,0,90,42.7936861111111,13.0926888888889,0,0,2688,5376,0,0,0,0,0,90.0,1.9,-6.8,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013526_20170902180547.JPG,2017:09:02,131,2688,5376,0,270,42.7938638888889,13.0934861111111,0,0,2688,5376,0,0,0,0,0,270.0,14.4,-3.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013529_20170902182437.JPG,2017:09:02,132,2688,5376,0,45,42.7936444444444,13.0940388888889,0,0,2688,5376,0,0,0,0,0,45.0,9.8,-5.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013530_20170902182519.JPG,2017:09:02,133,2688,5376,0,67.5,42.7936444444444,13.0940388888889,0,0,2688,5376,0,0,0,0,0,67.5,15.2,12.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013532_20170903110412.JPG,2017:09:03,134,2688,5376,0,157.5,42.7921972222222,13.0942805555556,0,0,2688,5376,0,0,0,0,0,157.5,-0.8,-3.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013536_20170903112015.JPG,2017:09:03,135,2688,5376,0,292.5,42.7923416666667,13.0942916666667,0,0,2688,5376,0,0,0,0,0,292.5,-4.1,-8.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013538_20170903113156.JPG,2017:09:03,136,2688,5376,0,45,42.7923388888889,13.0946611111111,0,0,2688,5376,0,0,0,0,0,45.0,3.7,1.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013541_20170903115015.JPG,2017:09:03,137,2688,5376,0,225,42.7926805555556,13.0949305555556,0,0,2688,5376,0,0,0,0,0,225.0,3.0,-0.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013544_20170903115737.JPG,2017:09:03,138,2688,5376,0,247.5,42.7926583333333,13.0949972222222,0,0,2688,5376,0,0,0,0,0,247.5,7.7,-8.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013545_20170903115810.JPG,2017:09:03,139,2688,5376,0,225,42.7928055555556,13.0951111111111,0,0,2688,5376,0,0,0,0,0,225.0,2.7,-5.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013546_20170903115828.JPG,2017:09:03,140,2688,5376,0,247.5,42.7927916666667,13.0950166666667,0,0,2688,5376,0,0,0,0,0,247.5,2.7,-5.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013547_20170903115850.JPG,2017:09:03,141,2688,5376,0,270,42.7928222222222,13.0949555555556,0,0,2688,5376,0,0,0,0,0,270.0,2.2,-7.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013548_20170903115915.JPG,2017:09:03,142,2688,5376,0,112.5,42.7927777777778,13.0949722222222,0,0,2688,5376,0,0,0,0,0,112.5,-2.9,-4.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013553_20170903121754.JPG,2017:09:03,144,2688,5376,0,270,42.7926111111111,13.0951861111111,0,0,2688,5376,0,0,0,0,0,270.0,-2.0,4.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013554_20170903121817.JPG,2017:09:03,145,2688,5376,0,45,42.7926694444444,13.0954527777778,0,0,2688,5376,0,0,0,0,0,45.0,9.8,1.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013555_20170903121839.JPG,2017:09:03,146,2688,5376,0,90,42.7926861111111,13.0955694444444,0,0,2688,5376,0,0,0,0,0,90.0,1.8,3.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013556_20170903121912.JPG,2017:09:03,147,2688,5376,0,112.5,42.7927888888889,13.0956583333333,0,0,2688,5376,0,0,0,0,0,112.5,6.4,4.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013557_20170903122740.JPG,2017:09:03,148,2688,5376,0,247.5,42.7926972222222,13.0951388888889,0,0,2688,5376,0,0,0,0,0,247.5,6.8,-1.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013558_20170903122809.JPG,2017:09:03,149,2688,5376,0,180,42.7927861111111,13.0952944444444,0,0,2688,5376,0,0,0,0,0,180.0,7.8,-6.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013559_20170903122855.JPG,2017:09:03,150,2688,5376,0,112.5,42.7927333333333,13.0952305555556,0,0,2688,5376,0,0,0,0,0,112.5,5.3,-4.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013560_20170903122918.JPG,2017:09:03,151,2688,5376,0,0,42.7925861111111,13.095275,0,0,2688,5376,0,0,0,0,0,0.0,3.9,-5.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013561_20170903123001.JPG,2017:09:03,152,2688,5376,0,270,42.7927611111111,13.095225,0,0,2688,5376,0,0,0,0,0,270.0,-0.2,7.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013564_20170903124620.JPG,2017:09:03,153,2688,5376,0,180,42.7929694444444,13.0951944444444,0,0,2688,5376,0,0,0,0,0,180.0,-0.9,-0.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013569_20170903125207.JPG,2017:09:03,154,2688,5376,0,202.5,42.7929194444444,13.0946805555556,0,0,2688,5376,0,0,0,0,0,202.5,-0.4,-3.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013570_20170903125230.JPG,2017:09:03,155,2688,5376,0,90,42.7929111111111,13.0947527777778,0,0,2688,5376,0,0,0,0,0,90.0,1.6,-8.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013580_20170903154411.JPG,2017:09:03,156,2688,5376,0,315,42.7926583333333,13.093,0,0,2688,5376,0,0,0,0,0,315.0,0.0,0.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013581_20170903154432.JPG,2017:09:03,157,2688,5376,0,22.5,42.7925694444444,13.0930805555556,0,0,2688,5376,0,0,0,0,0,22.5,-11.3,13.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013583_20170903154828.JPG,2017:09:03,159,2688,5376,0,180,42.7922833333333,13.0938944444444,0,0,2688,5376,0,0,0,0,0,180.0,2.2,2.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013584_20170903154854.JPG,2017:09:03,160,2688,5376,0,112.5,42.79245,13.0939138888889,0,0,2688,5376,0,0,0,0,0,112.5,-1.8,5.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013585_20170903154929.JPG,2017:09:03,161,2688,5376,0,45,42.7926305555556,13.0940416666667,0,0,2688,5376,0,0,0,0,0,45.0,0.2,-3.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013586_20170903155001.JPG,2017:09:03,162,2688,5376,0,202.5,42.792625,13.0940333333333,0,0,2688,5376,0,0,0,0,0,202.5,2.3,-43.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013587_20170903155056.JPG,2017:09:03,163,2688,5376,0,157.5,42.7927527777778,13.0939333333333,0,0,2688,5376,0,0,0,0,0,157.5,-5.7,-1.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013588_20170903155126.JPG,2017:09:03,164,2688,5376,0,112.5,42.7929777777778,13.0942888888889,0,0,2688,5376,0,0,0,0,0,112.5,3.0,-0.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013589_20170903155146.JPG,2017:09:03,165,2688,5376,0,157.5,42.7929777777778,13.0944666666667,0,0,2688,5376,0,0,0,0,0,157.5,8.1,-3.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013590_20170903155210.JPG,2017:09:03,166,2688,5376,0,67.5,42.7930305555556,13.0945194444444,0,0,2688,5376,0,0,0,0,0,67.5,-6.8,-7.8,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013592_20170903160541.JPG,2017:09:03,168,2688,5376,0,202.5,42.7929194444444,13.0944083333333,0,0,2688,5376,0,0,0,0,0,202.5,3.3,4.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013593_20170903160612.JPG,2017:09:03,169,2688,5376,0,90,42.7932833333333,13.0947444444444,0,0,2688,5376,0,0,0,0,0,90.0,0.8,-8.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013595_20170903160806.JPG,2017:09:03,171,2688,5376,0,202.5,42.7940611111111,13.0924138888889,0,0,2688,5376,0,0,0,0,0,202.5,-7.5,0.7,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013596_20170903160833.JPG,2017:09:03,172,2688,5376,0,90,42.7936361111111,13.0952861111111,0,0,2688,5376,0,0,0,0,0,90.0,2.7,3.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013597_20170903160912.JPG,2017:09:03,173,2688,5376,0,45,42.7937305555556,13.0953416666667,0,0,2688,5376,0,0,0,0,0,45.0,-0.3,-4.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013599_20170903161255.JPG,2017:09:03,175,2688,5376,0,202.5,42.7933027777778,13.0959444444444,0,0,2688,5376,0,0,0,0,0,202.5,-2.0,-0.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013600_20170903161318.JPG,2017:09:03,176,2688,5376,0,0,42.7933555555556,13.0959305555556,0,0,2688,5376,0,0,0,0,0,0.0,-6.5,-5.0,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013601_20170903161341.JPG,2017:09:03,177,2688,5376,0,225,42.7932694444444,13.0959333333333,0,0,2688,5376,0,0,0,0,0,225.0,5.5,-4.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013605_20170903164707.JPG,2017:09:03,181,2688,5376,0,90,42.7940611111111,13.0924138888889,0,0,2688,5376,0,0,0,0,0,90.0,-11.4,12.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013606_20170903164731.JPG,2017:09:03,182,2688,5376,0,157.5,42.791825,13.09425,0,0,2688,5376,0,0,0,0,0,157.5,-1.8,5.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013610_20170903170044.JPG,2017:09:03,186,2688,5376,0,292.5,42.7910388888889,13.0937305555556,0,0,2688,5376,0,0,0,0,0,292.5,1.3,1.4,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013611_20170903170116.JPG,2017:09:03,187,2688,5376,0,0,42.7912833333333,13.0934638888889,0,0,2688,5376,0,0,0,0,0,0.0,5.3,1.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013612_20170903170154.JPG,2017:09:03,188,2688,5376,0,157.5,42.7913111111111,13.0933138888889,0,0,2688,5376,0,0,0,0,0,157.5,2.0,-2.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013613_20170903170226.JPG,2017:09:03,189,2688,5376,0,135,42.7912083333333,13.0933111111111,0,0,2688,5376,0,0,0,0,0,135.0,-0.3,-1.9,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013614_20170903170250.JPG,2017:09:03,190,2688,5376,0,67.5,42.7911166666667,13.0934611111111,0,0,2688,5376,0,0,0,0,0,67.5,-7.8,0.5,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013615_20170903170308.JPG,2017:09:03,191,2688,5376,0,22.5,42.7910083333333,13.0935416666667,0,0,2688,5376,0,0,0,0,0,22.5,-4.2,0.3,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013616_20170903170329.JPG,2017:09:03,192,2688,5376,0,247.5,42.7910361111111,13.0936527777778,0,0,2688,5376,0,0,0,0,0,247.5,-7.1,0.2,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013619_20170903170558.JPG,2017:09:03,193,2688,5376,0,22.5,42.7916666666667,13.0934555555556,0,0,2688,5376,0,0,0,0,0,22.5,0.1,3.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013620_20170903170618.JPG,2017:09:03,194,2688,5376,0,90,42.7916361111111,13.0933694444444,0,0,2688,5376,0,0,0,0,0,90.0,1.7,0.6,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
"V.Putrino valentina.putrino.14@ucl.ac.uk, D.D'Ayala d.dayala@ucl.ac.uk",UCL,2688,5376,0,0,false,R0013621_20170903170642.JPG,2017:09:03,195,2688,5376,0,292.5,42.7918527777778,13.0934333333333,0,0,2688,5376,0,0,0,0,0,292.5,-0.9,-8.1,equirectangular,['ucl_norcia_2017'],6,UCL,"Survey conducted by UCL in Norcia, Italy in 2017 (damage in 2016)",ucl_norcia_2017,RRVS,True,pano
